Date,Close,Dividends
2022-01-03 00:00:00-05:00,8.058226585388184,0.0
2022-01-04 00:00:00-05:00,8.043134689331055,0.0
2022-01-05 00:00:00-05:00,8.043134689331055,0.0
2022-01-06 00:00:00-05:00,8.08086109161377,0.0
2022-01-07 00:00:00-05:00,8.171403884887695,0.0
2022-01-10 00:00:00-05:00,8.163858413696289,0.0
2022-01-11 00:00:00-05:00,8.269491195678711,0.0
2022-01-12 00:00:00-05:00,8.231765747070312,0.0
2022-01-13 00:00:00-05:00,8.292126655578613,0.0
2022-01-14 00:00:00-05:00,8.171403884887695,0.0
2022-01-18 00:00:00-05:00,8.12613296508789,0.0
2022-01-19 00:00:00-05:00,8.035591125488281,0.0
2022-01-20 00:00:00-05:00,7.937503337860107,0.0
2022-01-21 00:00:00-05:00,7.854507923126221,0.0
2022-01-24 00:00:00-05:00,7.801692008972168,0.0
2022-01-25 00:00:00-05:00,7.922414302825928,0.0
2022-01-26 00:00:00-05:00,7.884687423706055,0.0
2022-01-27 00:00:00-05:00,7.862053394317627,0.0
2022-01-28 00:00:00-05:00,7.869671821594238,0.1
2022-01-31 00:00:00-05:00,8.029653549194336,0.0
2022-02-01 00:00:00-05:00,7.961089134216309,0.0
2022-02-02 00:00:00-05:00,7.9306182861328125,0.0
2022-02-03 00:00:00-05:00,7.816342830657959,0.0
2022-02-04 00:00:00-05:00,7.816342830657959,0.0
2022-02-07 00:00:00-05:00,7.839197635650635,0.0
2022-02-08 00:00:00-05:00,7.88490629196167,0.0
2022-02-09 00:00:00-05:00,7.869671821594238,0.0
2022-02-10 00:00:00-05:00,7.839197635650635,0.0
2022-02-11 00:00:00-05:00,7.816342830657959,0.0
2022-02-14 00:00:00-05:00,7.755397319793701,0.0
2022-02-15 00:00:00-05:00,7.747779369354248,0.0
2022-02-16 00:00:00-05:00,7.793489933013916,0.0
2022-02-17 00:00:00-05:00,7.7401604652404785,0.0
2022-02-18 00:00:00-05:00,7.648740291595459,0.0
2022-02-22 00:00:00-05:00,7.473520755767822,0.0
2022-02-23 00:00:00-05:00,7.313538074493408,0.0
2022-02-24 00:00:00-05:00,7.344010829925537,0.0
2022-02-25 00:00:00-05:00,7.505669116973877,0.1
2022-02-28 00:00:00-05:00,7.420992851257324,0.0
2022-03-01 00:00:00-05:00,7.382501602172852,0.0
2022-03-02 00:00:00-05:00,7.474879264831543,0.0
2022-03-03 00:00:00-05:00,7.582652568817139,0.0
2022-03-04 00:00:00-05:00,7.4902729988098145,0.0
2022-03-07 00:00:00-05:00,7.390200138092041,0.0
2022-03-08 00:00:00-05:00,7.313216686248779,0.0
2022-03-09 00:00:00-05:00,7.4671807289123535,0.0
2022-03-10 00:00:00-05:00,7.482576370239258,0.0
2022-03-11 00:00:00-05:00,7.451783657073975,0.0
2022-03-14 00:00:00-04:00,7.336310863494873,0.0
2022-03-15 00:00:00-04:00,7.205443382263184,0.0
2022-03-16 00:00:00-04:00,7.320915699005127,0.0
2022-03-17 00:00:00-04:00,7.420992851257324,0.0
2022-03-18 00:00:00-04:00,7.56725549697876,0.0
2022-03-21 00:00:00-04:00,7.505669116973877,0.0
2022-03-22 00:00:00-04:00,7.605746746063232,0.0
2022-03-23 00:00:00-04:00,7.682727336883545,0.0
2022-03-24 00:00:00-04:00,7.759709358215332,0.0
2022-03-25 00:00:00-04:00,7.759709358215332,0.0
2022-03-28 00:00:00-04:00,7.8597846031188965,0.0
2022-03-29 00:00:00-04:00,7.967557430267334,0.0
2022-03-30 00:00:00-04:00,7.8043212890625,0.1
2022-03-31 00:00:00-04:00,7.843186855316162,0.0
2022-04-01 00:00:00-04:00,7.547805309295654,0.0
2022-04-04 00:00:00-04:00,7.524484634399414,0.0
2022-04-05 00:00:00-04:00,7.353473663330078,0.0
2022-04-06 00:00:00-04:00,7.361246585845947,0.0
2022-04-07 00:00:00-04:00,7.299060344696045,0.0
2022-04-08 00:00:00-04:00,7.306833267211914,0.0
2022-04-11 00:00:00-04:00,7.20578145980835,0.0
2022-04-12 00:00:00-04:00,7.2135539054870605,0.0
2022-04-13 00:00:00-04:00,7.252421855926514,0.0
2022-04-14 00:00:00-04:00,7.283515453338623,0.0
2022-04-18 00:00:00-04:00,7.353473663330078,0.0
2022-04-19 00:00:00-04:00,6.7938008308410645,0.0
2022-04-20 00:00:00-04:00,6.957038879394531,0.0
2022-04-21 00:00:00-04:00,6.988131046295166,0.0
2022-04-22 00:00:00-04:00,6.949264049530029,0.0
2022-04-25 00:00:00-04:00,7.065863609313965,0.0
2022-04-26 00:00:00-04:00,6.949264049530029,0.0
2022-04-27 00:00:00-04:00,6.957038879394531,0.0
2022-04-28 00:00:00-04:00,7.03564977645874,0.1
2022-04-29 00:00:00-04:00,6.902011394500732,0.0
2022-05-02 00:00:00-04:00,6.619012355804443,0.0
2022-05-03 00:00:00-04:00,6.831260681152344,0.0
2022-05-04 00:00:00-04:00,7.027786731719971,0.0
2022-05-05 00:00:00-04:00,6.776233196258545,0.0
2022-05-06 00:00:00-04:00,6.689763069152832,0.0
2022-05-09 00:00:00-04:00,6.312431812286377,0.0
2022-05-10 00:00:00-04:00,6.249541282653809,0.0
2022-05-11 00:00:00-04:00,6.28884744644165,0.0
2022-05-12 00:00:00-04:00,6.155210494995117,0.0
2022-05-13 00:00:00-04:00,6.422486782073975,0.0
2022-05-16 00:00:00-04:00,6.265264511108398,0.0
2022-05-17 00:00:00-04:00,6.296708583831787,0.0
2022-05-18 00:00:00-04:00,6.273126125335693,0.0
2022-05-19 00:00:00-04:00,6.10018253326416,0.0
2022-05-20 00:00:00-04:00,6.021572589874268,0.0
2022-05-23 00:00:00-04:00,6.155210494995117,0.0
2022-05-24 00:00:00-04:00,6.225960731506348,0.0
2022-05-25 00:00:00-04:00,6.265264511108398,0.0
2022-05-26 00:00:00-04:00,6.343874931335449,0.0
2022-05-27 00:00:00-04:00,6.518550395965576,0.08
2022-05-31 00:00:00-04:00,6.478852272033691,0.0
2022-06-01 00:00:00-04:00,6.550310134887695,0.0
2022-06-02 00:00:00-04:00,6.510611534118652,0.0
2022-06-03 00:00:00-04:00,6.494731426239014,0.0
2022-06-06 00:00:00-04:00,6.399454593658447,0.0
2022-06-07 00:00:00-04:00,6.510611534118652,0.0
2022-06-08 00:00:00-04:00,6.383574962615967,0.0
2022-06-09 00:00:00-04:00,6.431213855743408,0.0
2022-06-10 00:00:00-04:00,6.335936546325684,0.0
2022-06-13 00:00:00-04:00,5.613418102264404,0.0
2022-06-14 00:00:00-04:00,5.391103267669678,0.0
2022-06-15 00:00:00-04:00,5.430802822113037,0.0
2022-06-16 00:00:00-04:00,5.160851001739502,0.0
2022-06-17 00:00:00-04:00,5.375225067138672,0.0
2022-06-21 00:00:00-04:00,5.47844123840332,0.0
2022-06-22 00:00:00-04:00,5.605477333068848,0.0
2022-06-23 00:00:00-04:00,5.84367036819458,0.0
2022-06-24 00:00:00-04:00,6.002466201782227,0.0
2022-06-27 00:00:00-04:00,6.010405540466309,0.0
2022-06-28 00:00:00-04:00,6.10568380355835,0.0
2022-06-29 00:00:00-04:00,5.953241348266602,0.08
2022-06-30 00:00:00-04:00,5.993356704711914,0.0
2022-07-01 00:00:00-04:00,6.185914993286133,0.0
2022-07-05 00:00:00-04:00,6.177892208099365,0.0
2022-07-06 00:00:00-04:00,6.153822422027588,0.0
2022-07-07 00:00:00-04:00,6.201961994171143,0.0
2022-07-08 00:00:00-04:00,6.20998477935791,0.0
2022-07-11 00:00:00-04:00,6.185914993286133,0.0
2022-07-12 00:00:00-04:00,6.1377763748168945,0.0
2022-07-13 00:00:00-04:00,6.193939208984375,0.0
2022-07-14 00:00:00-04:00,6.105683326721191,0.0
2022-07-15 00:00:00-04:00,6.282193183898926,0.0
2022-07-18 00:00:00-04:00,6.129752159118652,0.0
2022-07-19 00:00:00-04:00,6.29021692276001,0.0
2022-07-20 00:00:00-04:00,6.362425804138184,0.0
2022-07-21 00:00:00-04:00,6.514868259429932,0.0
2022-07-22 00:00:00-04:00,6.474750995635986,0.0
2022-07-25 00:00:00-04:00,6.57905387878418,0.0
2022-07-26 00:00:00-04:00,6.595101356506348,0.0
2022-07-27 00:00:00-04:00,6.71544885635376,0.0
2022-07-28 00:00:00-04:00,6.909864902496338,0.08
2022-07-29 00:00:00-04:00,6.885563373565674,0.0
2022-08-01 00:00:00-04:00,6.982771873474121,0.0
2022-08-02 00:00:00-04:00,6.869361400604248,0.0
2022-08-03 00:00:00-04:00,6.869361400604248,0.0
2022-08-04 00:00:00-04:00,6.747851848602295,0.0
2022-08-05 00:00:00-04:00,6.796455383300781,0.0
2022-08-08 00:00:00-04:00,7.015171527862549,0.0
2022-08-09 00:00:00-04:00,7.071877956390381,0.0
2022-08-10 00:00:00-04:00,6.982771873474121,0.0
2022-08-11 00:00:00-04:00,7.031373500823975,0.0
2022-08-12 00:00:00-04:00,7.088079929351807,0.0
2022-08-15 00:00:00-04:00,7.071877956390381,0.0
